"ParkCode","ParkName","CategoryName","Order","Family","SciName","CommonNames","Occurrence","Nativeness","Abundance","ParkTags","ElevationRange","TaxaGroup"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum pilosum var. pilosum","Hairy White Oldfield Aster","Present","Native","Abundant","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum puniceum var. puniceum","Purplestem Aster","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum retroflexum","Rigid Whitetop Aster","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum undulatum","Wavyleaf Aster","Present","Native","Abundant","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum urophyllum","White Arrowleaf Aster","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Tanacetum vulgare","Common Tansy","Present","Non-native","Rare","Elevation Range: Mid; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: August, September, October","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Taraxacum erythrospermum","Rock Dandelion","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May, June, July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Taraxacum officinale","Common Dandelion","Present","Non-native","Abundant","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: February, March, April, May, June, July, August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Tragopogon pratensis","Jack-go-to-bed-at-noon","Present","Non-native","Rare","Elevation Range: Low; Life form: Biennial herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Tripleurospermum inodorum","Scentless False Mayweed","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Species Record Status: New to Park; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Tussilago farfara","Coltsfoot","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April, May; Exotic Plant Category: Exotic Plants Category 2","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Verbesina alternifolia","Wingstem","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Verbesina occidentalis","Yellow Crownbeard","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Verbesina virginica var. virginica","White Crownbeard","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Vernonia gigantea","Giant Ironweed","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Vernonia noveboracensis","New York Ironweed","Present","Native","Uncommon","Elevation Range: Low, Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: July, August, September","Low, Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Xanthium strumarium var. glabratum","Rough Cockleburr","Present","Native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Youngia japonica","Oriental False Hawksbeard","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May; Exotic Plant Category: Exotic Plants Category Other","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Campanula americana","American Bellflower","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Biennial herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Campanula aparinoides","Marsh Bellflower","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Campanula divaricata","Small Bonny Bellflower","Present","Native","Abundant","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Lobelia cardinalis","Cardinalflower","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Lobelia inflata","Indian-tobacco","Present","Native","Common","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Lobelia puberula","Downy Lobelia","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Lobelia siphilitica","Great Blue Lobelia","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Lobelia spicata","Palespike Lobelia","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Campanulaceae","Triodanis perfoliata","Clasping Venus' Looking-glass","Present","Non-native","Common","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Buglossoides arvensis ssp. arvensis","Corn-gromwell","Present","Non-native","Uncommon","Elevation Range: Low; Life form: Annual herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Cynoglossum virginianum var. virginianum","Wild Comfrey","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Echium vulgare","Common Viper's Bugloss","Present","Non-native","Rare","Elevation Range: Mid; Life form: Biennial herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Hackelia virginiana","Beggarslice","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Biennial herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August, September","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Lithospermum canescens","Hoary Puccoon","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Mertensia virginica","Virginia Bluebells","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Myosotis arvensis","Field Forget-me-not","Present","Non-native","Unknown","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: May, June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Myosotis macrosperma","Large-seed Forget-me-not","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Myosotis scorpioides","True Forget-me-not","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: May, June, July, August","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Boraginaceae","Myosotis verna","Spring Forget-me-not","Present","Native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Hydrophyllaceae","Hydrophyllum canadense","Bluntleaf Waterleaf","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Hydrophyllaceae","Hydrophyllum macrophyllum","Largeleaf Waterleaf","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Hydrophyllaceae","Hydrophyllum virginianum var. atranthum","Eastern Waterleaf","Present","Native","Uncommon","Elevation Range: Mid to High; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Boraginales","Hydrophyllaceae","Nemophila aphylla","Smallflower Baby Blue Eyes","Present","Native","Unknown","Elevation Range: Low; Life form: Annual herb; Park Rank: Unknown; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland","Low","Vascular-plant"
